station_name,time,total_traffic,最高气温℃,最低气温℃,天气,风向,风力,work,trip_count,体育休闲服务_proportion,医疗保健服务_proportion,住宿服务_proportion,风景名胜_proportion,科教文化服务_proportion,交通枢纽_proportion,生活类服务_proportion,公司_proportion,住宅区_proportion,pay_type_0_proportion,pay_type_1_proportion,pay_type_2_proportion,pay_type_3_proportion,天气_中雨,天气_多云,天气_小雨,天气_晴,天气_阴,风向_东北风,风向_东风,风向_北风,风向_西北风,风向_西南风,风力_北风3-4级,风力_微风
新风站,2019-01-14,9867,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
景芳站,2019-01-14,33236,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
曹家桥站,2019-01-14,9173,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
朝阳站,2019-01-14,16096,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
杜甫村站,2019-01-14,16971,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
杨家墩站,2019-01-14,11752,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
杭发厂站,2019-01-14,20560,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
武林广场站,2019-01-14,52202,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
武林门站,2019-01-14,32725,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
水澄桥站,2019-01-14,13607,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
江锦路站,2019-01-14,30977,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
江陵路站,2019-01-14,75847,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
沈塘桥站,2019-01-14,39406,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
浦沿站,2019-01-14,13065,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
湘湖站,2019-01-14,21665,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
滨和路站,2019-01-14,27061,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
滨康路站,2019-01-14,13748,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
潘水站,2019-01-14,12430,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
火车东站,2019-01-14,171642,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
甬江路站,2019-01-14,6791,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
白洋站,2019-01-14,11285,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
盈丰路站,2019-01-14,23516,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
翁梅站,2019-01-14,16291,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
联庄站,2019-01-14,20252,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
良渚站,2019-01-14,13067,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
虾龙圩站,2019-01-14,20705,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
西兴站,2019-01-14,38121,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
西湖文化广场站,2019-01-14,52018,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
近江站,2019-01-14,44402,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
金家渡站,2019-01-14,23819,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
金沙湖站,2019-01-14,44165,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
钱江世纪城站,2019-01-14,25356,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
钱江路站,2019-01-14,41190,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
闸弄口站,2019-01-14,42268,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
飞虹路站,2019-01-14,21415,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
高沙路站,2019-01-14,19963,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
龙翔桥站,2019-01-14,91801,8,4,小雨,东风,微风,1,1193722,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
七堡站,2019-01-15,15288,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
三坝站,2019-01-15,28799,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
三墩站,2019-01-15,23371,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
下沙江滨站,2019-01-15,17868,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
下沙西站,2019-01-15,13446,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
中医药大学站,2019-01-15,19804,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
中河北路站,2019-01-15,25829,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
丰潭路站,2019-01-15,31593,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
临平站,2019-01-15,43753,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
乔司南站,2019-01-15,8793,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
乔司站,2019-01-15,18547,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
九和路站,2019-01-15,35086,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
九堡站,2019-01-15,20041,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
云水站,2019-01-15,19493,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
人民广场站,2019-01-15,23370,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
人民路站,2019-01-15,20534,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
余杭高铁站,2019-01-15,8286,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
凤起路A站,2019-01-15,52496,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
凤起路B站,2019-01-15,22280,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
南星桥站,2019-01-15,24164,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
南苑站,2019-01-15,16173,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
古翠路站,2019-01-15,39461,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
城星路站,2019-01-15,31324,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
城站,2019-01-15,65563,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
墩祥街站,2019-01-15,22122,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
复兴路站,2019-01-15,8080,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
婺江路站,2019-01-15,19946,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
学院路站,2019-01-15,32600,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
定安路站,2019-01-15,42755,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
客运中心站,2019-01-15,48566,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
市民中心站,2019-01-15,31859,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
庆春广场站,2019-01-15,35813,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
庆菱路站,2019-01-15,23442,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
建国北路站,2019-01-15,31228,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
建设一路站,2019-01-15,13460,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
建设三路站,2019-01-15,20702,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
彭埠站,2019-01-15,45646,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
打铁关站,2019-01-15,41903,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
振宁路站,2019-01-15,25594,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
文新站,2019-01-15,27184,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
文泽路站,2019-01-15,35760,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
文海南路站,2019-01-15,30697,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
新塘站,2019-01-15,13050,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
新风站,2019-01-15,9911,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
景芳站,2019-01-15,33766,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
曹家桥站,2019-01-15,8844,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
朝阳站,2019-01-15,14812,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
杜甫村站,2019-01-15,16786,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
杨家墩站,2019-01-15,11706,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
杭发厂站,2019-01-15,19436,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
武林广场站,2019-01-15,49286,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
武林门站,2019-01-15,32396,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
水澄桥站,2019-01-15,12582,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
江锦路站,2019-01-15,30265,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
江陵路站,2019-01-15,72630,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
沈塘桥站,2019-01-15,39079,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
浦沿站,2019-01-15,12647,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
湘湖站,2019-01-15,20333,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
滨和路站,2019-01-15,25987,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
滨康路站,2019-01-15,13064,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
潘水站,2019-01-15,11663,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
火车东站,2019-01-15,164335,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
甬江路站,2019-01-15,6325,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
白洋站,2019-01-15,10813,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
盈丰路站,2019-01-15,23111,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
翁梅站,2019-01-15,15604,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
联庄站,2019-01-15,19024,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
良渚站,2019-01-15,12066,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
虾龙圩站,2019-01-15,19979,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
西兴站,2019-01-15,36000,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
西湖文化广场站,2019-01-15,51002,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
近江站,2019-01-15,43351,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
金家渡站,2019-01-15,22725,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
金沙湖站,2019-01-15,42429,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
钱江世纪城站,2019-01-15,24924,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
钱江路站,2019-01-15,40107,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
闸弄口站,2019-01-15,41226,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
飞虹路站,2019-01-15,21269,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
高沙路站,2019-01-15,19790,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
龙翔桥站,2019-01-15,81209,7,4,小雨,北风,北风3-4级,1,1149566,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
七堡站,2019-01-16,15801,7,1,多云,北风,微风,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
三坝站,2019-01-16,29402,7,1,多云,北风,微风,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
三墩站,2019-01-16,23627,7,1,多云,北风,微风,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
下沙江滨站,2019-01-16,18222,7,1,多云,北风,微风,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
下沙西站,2019-01-16,14245,7,1,多云,北风,微风,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
中医药大学站,2019-01-16,21058,7,1,多云,北风,微风,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
中河北路站,2019-01-16,26311,7,1,多云,北风,微风,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
丰潭路站,2019-01-16,33338,7,1,多云,北风,微风,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
临平站,2019-01-16,45391,7,1,多云,北风,微风,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
乔司南站,2019-01-16,9303,7,1,多云,北风,微风,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
乔司站,2019-01-16,20173,7,1,多云,北风,微风,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
九和路站,2019-01-16,36304,7,1,多云,北风,微风,1,1204034,0.09,0.07,0.17,0.14,0.15,0.11,0.08,0.1,0.09,0.132865,0.454504,0.300773,0.111858,,,,,,,,,,,,
